count;Type;Available;Registered;CI;PCI;TAC;ASU;CQI;RSRP;RSRQ;RSSI;RSSNR;TA;Bandwith;NCI;MCC;MNC;ARFCN;CSI_RSRP;CSI_RSRQ;CSI_SINR;CSI_RSRP_dbm;SS_RSRP;SS_RSRQ;SS_SINR;LEVEL;Longitude;Latitude;Altitude;Time;Accuracy;timestampStart;timestampEnd;protocol;direction;filesize;senderTime;senderPackets;senderLostPackets;senderBytes;senderThroughput;receiverTime;receiverPackets;receiverLostPackets;receiverBytes;receiverThroughput;rawThroughput;senderPacketloss;revceiverPacketloss;receiverJitter;receiverOutOfOrder;senderRetransmits;speedtestTimeout;tcp_max_cwnd_0;tcp_max_rtt_0;tcp_min_rtt_0;tcp_mean_rtt_0;bits_per_second_0;PingtimestampStart;PingtimestampEnd;minPing;avgPing;maxPing;meanDevPing;packetLoss;successfull
0;NR;LTE, NR;LTE, NR;29391105;167;13499;49;7;-91;-9;not available;6;7;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4112911;51.4892205;181.48075568875055;1608300573025;12.0;1608300621438;1608300624549;UDP;upload;9437184;1.930699;6518;0;9438064;4888418.132500199;-1.0;-1;-1;-1;-1.0;3.910734506000158E7;0.0;-1.0;-1.0;-1;-1;false;;;;;;1608300621436;1608300624476;31.182;408.47;774.402;337.623;0.0;true
1;NR;LTE, NR;LTE, NR;29391105;167;13499;52;11;-88;-9;not available;5;7;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4113711;51.4890655;171.80608299477092;1608300586000;5.68;1608300634752;1608300636161;UDP;download;1048576;0.044116;11774;2122;17048752;2.534426693263215E9;0.268828;11774;2122;-1;5.073504843245495E8;5.073504843245495E8;18.022762018005775;18.0;0.1414269835068043;0;-1;false;;;;;;1608300634749;1608300637803;27.74;115.371;268.89;94.683;0.0;true
2;NR;LTE, NR;LTE, NR;29391105;167;13499;51;6;-89;-9;not available;3;7;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4107271;51.4889075;174.02871704838546;1608300600000;4.333;1608300647873;1608300651101;TCP;download;3145728;2.684221;-1;-1;3746728;1.1166675173169423E7;2.643428;-1;-1;3149200;9530654.89205683;-1.0;0.0;0.0;-1.0;-1;0;false;169416;55023;33169;43971;1.1166675173169423E7;1608300647871;1608300651083;30.955;88.177;184.903;63.415;0.0;true
3;LTE;LTE;LTE;29391105;167;13499;51;6;-89;-9;not available;3;7;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4109094;51.4879325;172.14571856598099;1608300613000;4.0;1608300661179;1608300661693;TCP;upload;524288;0.003481;-1;-1;550410;1.2649468543521976E9;0.056519;-1;-1;11309;1600736.0356694208;-1.0;0.0;0.0;-1.0;-1;0;false;14480;27856;27856;27856;1.2649468543521976E9;1608300661173;1608300664230;27.716;32.863;46.238;7.754;0.0;true
4;NR;LTE, NR;LTE, NR;29391105;167;13499;51;6;-89;-9;not available;3;7;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4095528;51.4874974;173.96636775640007;1608300627000;6.0;1608300674350;1608300678474;UDP;upload;8388608;2.691879;5794;0;8389712;3116675.0065660453;-1.0;-1;-1;-1;-1.0;2.4933400052528363E7;0.0;-1.0;-1.0;-1;-1;false;;;;;;1608300674346;1608300678355;39.142;755.467;1020.582;414.007;0.0;true
5;NR;LTE, NR;LTE, NR;29391105;167;13499;51;6;-89;-9;not available;3;7;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4072027;51.4871544;178.0330582657608;1608300640000;4.333;1608300688574;1608300690692;TCP;download;3145728;1.679161;-1;-1;3939312;1.876800140069952E7;1.524377;-1;-1;3161432;1.6591339281555679E7;-1.0;0.0;0.0;-1.0;-1;0;false;172312;34482;29497;31989;1.8768001400699515E7;1608300688573;1608300691665;30.812;61.76;122.513;37.059;0.0;true
6;NR;LTE, NR;LTE, NR;29391105;167;13499;51;6;-89;-9;not available;3;7;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4049397;51.4865584;181.7722213196607;1608300653000;4.0;1608300701734;1608300704051;TCP;upload;3145728;0.880477;-1;-1;3302880;3.0009915080121346E7;1.539712;-1;-1;2774432;1.4415329620084796E7;-1.0;0.0;0.0;-1.0;-1;0;false;1434968;408531;35795;205050;3.0009915080121346E7;1608300701729;1608300704821;28.336;230.309;716.81;282.739;0.0;true
7;NR;LTE, NR;LTE, NR;29391105;167;13499;51;6;-89;-9;not available;3;7;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4031206;51.4858543;183.86614547270145;1608300666000;7.6;1608300714917;1608300717135;UDP;download;104858;2.4E-4;19321;0;27976808;9.325602666666666E11;0.223876;19321;0;-1;9.997251335560757E8;9.997251335560757E8;0.0;0.0;0.012652350782069905;0;-1;false;;;;;;1608300714915;1608300717996;41.486;220.895;657.515;254.154;0.0;true
8;LTE;LTE;LTE;29391105;167;13499;51;6;-89;-9;not available;3;7;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4011811;51.4847786;186.14321957282942;1608300680000;4.0;1608300728049;1608300731376;TCP;upload;5242880;2.358548;-1;-1;5504940;1.8672301772107247E7;2.551891;-1;-1;4714124;1.4778449393018747E7;-1.0;0.0;0.0;-1.0;-1;1;false;2319696;576018;41484;398934;1.8672301772107247E7;1608300728045;1608300731246;41.531;311.454;556.277;210.036;0.0;true
9;LTE;LTE;LTE;29391105;167;13499;51;6;-89;-9;not available;3;7;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.3995402;51.483495;186.82658779142312;1608300693000;4.0;1608300741449;1608300741955;TCP;upload;524288;0.00328;-1;-1;550410;1.3424634146341465E9;0.041177;-1;-1;12757;2478470.9910872574;-1.0;0.0;0.0;-1.0;-1;0;false;14480;35722;35722;35722;1.3424634146341465E9;1608300741447;1608300744498;25.627;28.372;32.794;2.683;0.0;true
10;LTE;LTE;LTE;29391105;167;13499;51;6;-89;-9;not available;3;7;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.3984598;51.4825163;186.8879634245558;1608300706000;4.0;1608300754547;1608300755655;UDP;upload;6291456;0.567028;4345;0;6291560;1.1095677814852176E7;-1.0;-1;-1;-1;-1.0;8.87654225188174E7;0.0;-1.0;-1.0;-1;-1;false;;;;;;1608300754543;1608300757593;25.717;29.426;38.692;5.367;0.0;true
11;LTE;LTE;LTE;29391105;167;13499;51;6;-89;-9;not available;3;7;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.3965337;51.4814753;186.6863187341511;1608300719000;4.0;1608300767669;1608300769192;TCP;upload;9437184;1.054382;-1;-1;9818220;7.44945949380775E7;1.105184;-1;-1;9157078;6.628454990300258E7;-1.0;0.0;0.0;-1.0;-1;6;false;2597712;104241;35637;79659;7.44945949380775E7;1608300767665;1608300770710;27.262;54.7;85.72;20.909;0.0;true
12;LTE;LTE;LTE;29391105;167;13499;51;6;-89;-9;not available;3;7;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.3937885;51.4804659;187.09014947216548;1608300732000;4.333;1608300780775;1608300782490;UDP;download;524288;0.009128;14430;1558;20894640;1.6335368974583696E10;0.317137;14430;1558;-1;5.27081734392392E8;5.27081734392392E8;10.7969507969508;10.0;0.010510376846462458;0;-1;false;;;;;;1608300780774;1608300783826;27.32;242.359;572.734;228.314;0.0;true
13;LTE;LTE;LTE;29391105;167;13499;51;6;-89;-9;not available;3;7;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.3936546;51.479583;184.56522358484082;1608300745000;4.0;1608300793890;1608300796105;TCP;download;1048576;1.723741;-1;-1;1178742;5470622.326672046;1.663182;-1;-1;1048700;5044306.636315208;-1.0;0.0;0.0;-1.0;-1;5;false;40544;50646;29335;39990;5470622.326672046;1608300793872;1608300796946;28.905;46.114;85.12;22.76;0.0;true
14;LTE;LTE;LTE;29391105;167;13499;51;6;-89;-9;not available;3;7;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.3921884;51.4793942;179.96043248785008;1608300759000;4.0;1608300806993;1608300808300;UDP;upload;9437184;0.800322;6518;0;9438064;1.1792833384562714E7;-1.0;-1;-1;-1;-1.0;9.43426670765017E7;0.0;-1.0;-1.0;-1;-1;false;;;;;;1608300806990;1608300810053;28.772;67.404;164.68;56.5;0.0;true
15;LTE;LTE;LTE;29391105;167;13499;51;6;-89;-9;not available;3;7;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.391738;51.4815944;182.08760502976557;1608300772000;4.0;1608300820105;1608300821616;TCP;upload;7340032;1.035248;-1;-1;7697136;5.94805186776502E7;1.109932;-1;-1;6996440;5.042788206845105E7;-1.0;0.0;0.0;-1.0;-1;2;false;2465944;134849;39641;98942;5.94805186776502E7;1608300820102;1608300823157;26.929;59.833;134.284;43.866;0.0;true
