Count;Date;Timestamp;Type;Available;Registered;CI;PCI;TAC;ASU;CQI;RSRP;RSRQ;RSSI;RSSNR;TA;Bandwith;NCI;MCC;MNC;ARFCN;CSI_RSRP;CSI_RSRQ;CSI_SINR;CSI_RSRP_dbm;SS_RSRP;SS_RSRQ;SS_SINR;LEVEL
0;18-12-2020_02:35:23:452;1608302123429;LTE;LTE;;0;331;0;47;0;-93;-13;not available;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
0;18-12-2020_02:35:23:485;1608302123468;LTE;LTE;;0;331;0;47;0;-93;-13;not available;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
0;18-12-2020_02:35:23:509;1608302123500;LTE;LTE;;0;331;0;47;0;-93;-13;not available;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
0;18-12-2020_02:35:24:447;1608302124436;LTE;LTE;;0;331;0;47;0;-93;-13;not available;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
0;18-12-2020_02:35:25:485;1608302125462;LTE;LTE;;0;331;0;47;0;-93;-13;not available;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
0;18-12-2020_02:35:26:557;1608302126512;LTE;LTE;;0;331;0;47;0;-93;-13;not available;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
0;18-12-2020_02:35:26:573;1608302126512;LTE;LTE;;0;331;0;47;0;-93;-13;not available;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
1;18-12-2020_02:35:27:645;1608302127595;LTE;LTE;;0;331;0;47;0;-93;-13;not available;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
1;18-12-2020_02:35:28:736;1608302128688;LTE;LTE;;0;331;0;47;0;-93;-13;not available;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
1;18-12-2020_02:35:29:775;1608302129755;LTE;LTE;;0;331;0;47;0;-93;-13;not available;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
1;18-12-2020_02:35:30:399;1608302130385;LTE;LTE;;0;331;0;46;0;-94;-13;not available;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
1;18-12-2020_02:35:30:399;1608302130385;LTE;LTE;;0;189;0;52;0;-88;-11;not available;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
