timestamp;protocol;direction;filesize;senderTime;senderPackets;senderLostPackets;senderBytes;senderThroughput;receiverTime;receiverPackets;receiverLostPackets;receiverBytes;receiverThroughput;rawThroughput;senderPacketloss;revceiverPacketloss;receiverJitter;receiverOutOfOrder;senderRetransmits;tcp_max_cwnd_0;tcp_max_rtt_0;tcp_min_rtt_0;tcp_mean_rtt_0;bits_per_second_0
1607599195204;TCP;upload;4194304;2.829329;-1;-1;4403910;1.245216798753344E7;3.109506;-1;-1;3381924;8700865.02486247;-1.0;0.0;0.0;-1.0;-1;0;2415264;1385832;43338;725801;1.245216798753344E7
1607599200871;UDP;download;3145728;0.078625;7680;1662;11120640;1.108307027027027E8;0.181188;7680;1662;-1;4.910100006622955E8;4.910100006622955E8;21.640625;21.0;0.005838275004989807;0;-1
1607599208349;UDP;download;524288;0.010148;7382;1540;10689136;8.335845486795425E8;0.177856;7382;1540;-1;4.807995681899964E8;4.807995681899964E8;20.86155513411;20.0;0.03362445780078286;0;-1
1607599213964;UDP;download;10485760;0.27728;27507;3190;39830136;1.2698721869590305E8;0.411253;27507;3190;-1;7.74805504154377E8;7.74805504154377E8;11.59704802413931;11.0;0.012930660227114425;0;-1
1607599223470;TCP;upload;10485760;4.156308;-1;-1;10922688;2.1023827878010966E7;4.394775;-1;-1;10096808;1.837965857182677E7;-1.0;0.0;0.0;-1.0;-1;2;4624912;1469299;39902;700599;2.1023827878010966E7
1607599227059;UDP;download;1048576;0.013269;18460;1993;26730080;1.7969866606375763E9;0.286395;18460;1993;-1;7.466633146528395E8;7.466633146528395E8;10.796316359696641;10.0;0.007511292841733584;0;-1
1607599240017;UDP;upload;5242880;5.164628;3621;0;5243208;1015215.0358167131;-1.0;-1;-1;-1;-1.0;8121720.286533705;0.0;-1.0;-1.0;-1;-1
1607599240177;;;-1;-1.0;-1;0;0;-1.0;0.0;0;0;0;-1.0;-1.0;100.0;100.0;-1.0;-1;-1
1607599253227;;;-1;-1.0;-1;0;0;-1.0;0.0;0;0;0;-1.0;-1.0;100.0;100.0;-1.0;-1;-1
1607599253283;;;-1;-1.0;-1;0;0;-1.0;0.0;0;0;0;-1.0;-1.0;100.0;100.0;-1.0;-1;-1
1607599266381;;;-1;-1.0;-1;0;0;-1.0;0.0;0;0;0;-1.0;-1.0;100.0;100.0;-1.0;-1;-1
1607599266389;UDP;download;10485760;0.263244;29029;2454;42033992;1.4617845041102552E8;0.471654;29029;2454;-1;7.12963180636653E8;7.12963180636653E8;8.453615350167075;8.0;0.018608805892950636;0;-1
1607599279472;;;-1;-1.0;-1;0;0;-1.0;0.0;0;0;0;-1.0;-1.0;100.0;100.0;-1.0;-1;-1
1607599279474;;;-1;-1.0;-1;0;0;-1.0;0.0;0;0;0;-1.0;-1.0;100.0;100.0;-1.0;-1;-1
1607599292585;UDP;upload;6291456;0.65159;4345;0;6291560;9655703.740081953;-1.0;-1;-1;-1;-1.0;7.724562992065562E7;0.0;-1.0;-1.0;-1;-1
1607599292589;;;-1;-1.0;-1;0;0;-1.0;0.0;0;0;0;-1.0;-1.0;100.0;100.0;-1.0;-1;-1
1607599306688;;;-1;-1.0;-1;0;0;-1.0;0.0;0;0;0;-1.0;-1.0;100.0;100.0;-1.0;-1;-1
1607599306687;;;-1;-1.0;-1;0;0;-1.0;0.0;0;0;0;-1.0;-1.0;100.0;100.0;-1.0;-1;-1
1607599319803;;;-1;-1.0;-1;0;0;-1.0;0.0;0;0;0;-1.0;-1.0;100.0;100.0;-1.0;-1;-1
1607599319806;UDP;download;1048576;0.009278;60618;1907;87774864;9.162915283466265E9;0.70489;60618;1907;-1;9.961822582246875E8;9.961822582246875E8;3.145930251740407;3.0;0.010540790126055459;0;-1
1607599332908;;;-1;-1.0;-1;0;0;-1.0;0.0;0;0;0;-1.0;-1.0;100.0;100.0;-1.0;-1;-1
1607599332912;;;-1;-1.0;-1;0;0;-1.0;0.0;0;0;0;-1.0;-1.0;100.0;100.0;-1.0;-1;-1
1607599346012;;;-1;-1.0;-1;0;0;-1.0;0.0;0;0;0;-1.0;-1.0;100.0;100.0;-1.0;-1;-1
1607599346016;;;-1;-1.0;-1;0;0;-1.0;0.0;0;0;0;-1.0;-1.0;100.0;100.0;-1.0;-1;-1
1607599359141;;;-1;-1.0;-1;0;0;-1.0;0.0;0;0;0;-1.0;-1.0;100.0;100.0;-1.0;-1;-1
1607599359146;;;-1;-1.0;-1;0;0;-1.0;0.0;0;0;0;-1.0;-1.0;100.0;100.0;-1.0;-1;-1
1607599372315;;;-1;-1.0;-1;0;0;-1.0;0.0;0;0;0;-1.0;-1.0;100.0;100.0;-1.0;-1;-1
1607599372308;;;-1;-1.0;-1;0;0;-1.0;0.0;0;0;0;-1.0;-1.0;100.0;100.0;-1.0;-1;-1
1607599385422;;;-1;-1.0;-1;0;0;-1.0;0.0;0;0;0;-1.0;-1.0;100.0;100.0;-1.0;-1;-1
1607599385427;;;-1;-1.0;-1;0;0;-1.0;0.0;0;0;0;-1.0;-1.0;100.0;100.0;-1.0;-1;-1
