count;Type;Available;Registered;CI;PCI;TAC;ASU;CQI;RSRP;RSRQ;RSSI;RSSNR;TA;Bandwith;NCI;MCC;MNC;ARFCN;CSI_RSRP;CSI_RSRQ;CSI_SINR;CSI_RSRP_dbm;SS_RSRP;SS_RSRQ;SS_SINR;LEVEL;Longitude;Latitude;Altitude;Time;Accuracy;timestampStart;timestampEnd;protocol;direction;filesize;senderTime;senderPackets;senderLostPackets;senderBytes;senderThroughput;receiverTime;receiverPackets;receiverLostPackets;receiverBytes;receiverThroughput;rawThroughput;senderPacketloss;revceiverPacketloss;receiverJitter;receiverOutOfOrder;senderRetransmits;speedtestTimeout;tcp_max_cwnd_0;tcp_max_rtt_0;tcp_min_rtt_0;tcp_mean_rtt_0;bits_per_second_0;PingtimestampStart;PingtimestampEnd;minPing;avgPing;maxPing;meanDevPing;packetLoss;successfull
10;LTE;LTE;LTE;26796291;75;13499;63;15;-77;-9;not available;15;4;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4583052;51.5121433;150.18462194440932;1608302212000;4.333;1608302260000;1608302262016;UDP;download;2097152;0.13125;39030;2531;56515440;3.221366979047619E9;0.609769;39030;2531;-1;7.41466883360748E8;7.41466883360748E8;6.484755316423264;6.0;0.11191803444591965;0;-1;false;;;;;;1608302259998;1608302263046;26.696;235.483;854.472;357.376;0.0;true
11;NR;LTE, NR;LTE, NR;26796291;75;13499;63;15;-77;-9;not available;15;4;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4603311;51.5111106;150.73265891380385;1608302225000;3.933;1608302273085;1608302275903;TCP;download;6291456;2.343416;-1;-1;7607310;2.5969985696094934E7;2.305437;-1;-1;6293008;2.1837102466907576E7;-1.0;0.0;0.0;-1.0;-1;0;false;327248;38014;34124;35925;2.5969985696094934E7;1608302273086;1608302276145;35.692;67.42;116.657;32.298;0.0;true
12;NR;LTE, NR;LTE, NR;26796291;75;13499;63;15;-77;-9;not available;15;4;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4622892;51.5100414;151.9086747094833;1608302238000;3.76;1608302286221;1608302286729;UDP;upload;104858;0.003444;73;0;105704;3.0692218350754935E7;-1.0;-1;-1;-1;-1.0;2.4553774680603948E8;0.0;-1.0;-1.0;-1;-1;false;;;;;;1608302286220;1608302289269;27.252;30.71;39.459;5.069;0.0;true
13;NR;LTE, NR;LTE, NR;26796291;75;13499;63;15;-77;-9;not available;15;4;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4646703;51.5098792;153.28592440434184;1608302251000;3.9;1608302299339;1608302300852;TCP;upload;10485760;1.122493;-1;-1;10874904;7.75053670713314E7;1.183326;-1;-1;10221648;6.910452740833886E7;-1.0;0.0;0.0;-1.0;-1;7;false;2633912;116168;36344;84882;7.75053670713314E7;1608302299335;1608302302389;27.151;46.902;94.632;27.752;0.0;true
14;NR;LTE, NR;LTE, NR;26796291;75;13499;63;15;-77;-9;not available;15;4;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4671294;51.5097924;153.7508259380017;1608302264000;3.98;1608302312447;1608302313960;TCP;download;1048576;1.072303;-1;-1;1304438;9731861.23698246;1.036191;-1;-1;1048700;8096576.789414306;-1.0;0.0;0.0;-1.0;-1;0;false;66608;31338;29379;30358;9731861.23698246;1608302312446;1608302315496;26.153;32.203;41.127;5.917;0.0;true
15;NR;LTE, NR;LTE, NR;33612544;477;13499;61;12;-79;-7;not available;7;1;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4694949;51.5100832;152.1031532426345;1608302277000;3.94;1608302325551;1608302325958;TCP;upload;104858;0.002267;-1;-1;110040;3.8831936479929423E8;0.057192;-1;-1;0;0.0;-1.0;0.0;0.0;-1.0;-1;0;false;14480;29337;29337;29337;3.8831936479929423E8;1608302325548;1608302328609;28.062;36.303;51.253;9.376;0.0;true
16;NR;LTE, NR;LTE, NR;33612544;477;13499;61;12;-79;-7;not available;7;1;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4713451;51.511093;148.39432399912525;1608302290000;3.966;1608302338667;1608302339275;UDP;upload;524288;0.013906;363;0;525624;3.779836041996261E7;-1.0;-1;-1;-1;-1.0;3.0238688335970086E8;0.0;-1.0;-1.0;-1;-1;false;;;;;;1608302338662;1608302341724;28.148;52.087;107.049;32.445;0.0;true
17;NR;LTE, NR;LTE, NR;33612544;477;13499;61;12;-79;-7;not available;7;1;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4726341;51.5121031;145.04343120242817;1608302303000;4.0;1608302351809;1608302354630;TCP;download;6291456;2.389371;-1;-1;7424862;2.4859637117885835E7;2.346746;-1;-1;6305641;2.1495776705276158E7;-1.0;0.0;0.0;-1.0;-1;4;false;228784;33400;28775;31001;2.4859637117885835E7;1608302351807;1608302354884;28.892;58.199;122.556;38.251;0.0;true
18;NR;LTE, NR;LTE, NR;34067457;150;13499;58;13;-82;-9;not available;1;3;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4727817;51.5123415;144.3365190447553;1608302317000;4.374;1608302365032;1608302366744;TCP;download;2097152;1.314446;-1;-1;2572204;1.5654984685563348E7;1.281058;-1;-1;2106439;1.315437084035227E7;-1.0;0.0;0.0;-1.0;-1;0;false;120184;29845;27490;28667;1.5654984685563348E7;1608302365031;1608302368124;25.387;66.036;108.847;29.531;0.0;true
19;NR;LTE, NR;LTE, NR;34067457;150;13499;56;13;-84;-12;not available;4;3;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.472873;51.5130308;142.87237620348114;1608302330000;3.9;1608302378192;1608302378902;UDP;download;4194304;0.066601;10826;1137;15676048;1.6852205822735395E9;0.163893;10826;1137;-1;7.651845045242932E8;7.651845045242932E8;10.50249399593571;10.0;8.251167405113504E-4;0;-1;false;;;;;;1608302378190;1608302381245;26.961;56.616;106.497;29.909;0.0;true
20;NR;LTE, NR;LTE, NR;34067457;150;13499;56;13;-84;-12;not available;4;3;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4729545;51.5139479;141.3971170684689;1608302343000;3.9;1608302391338;1608302393353;TCP;download;3145728;1.564674;-1;-1;3868360;1.9778484208212063E7;1.515443;-1;-1;3153544;1.6647509672089284E7;-1.0;0.0;0.0;-1.0;-1;0;false;175208;34692;28775;31733;1.977848420821206E7;1608302391337;1608302394418;26.983;53.812;102.415;30.516;0.0;true
21;NR;LTE, NR;LTE, NR;34067456;152;13499;64;12;-76;-9;not available;16;2;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4729555;51.5139875;141.26038994416723;1608302356000;4.017;1608302404474;1608302405180;UDP;download;3145728;0.084803;9410;1538;13625680;1.0753068641439571E9;0.193923;9410;1538;-1;5.621068155917555E8;5.621068155917555E8;16.344314558979807;16.0;0.01760168884613113;0;-1;false;;;;;;1608302404469;1608302407523;24.316;56.111;126.821;41.565;0.0;true
22;NR;LTE, NR;LTE, NR;34067456;152;13499;64;12;-76;-8;not available;13;2;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4729555;51.5139875;140.9602311949017;1608302369000;4.602;1608302417582;1608302419296;TCP;download;2097152;1.247253;-1;-1;2577736;1.6533845178163532E7;1.208561;-1;-1;2099600;1.3898181390926896E7;-1.0;0.0;0.0;-1.0;-1;0;false;118736;27735;27337;27536;1.6533845178163532E7;1608302417578;1608302420661;28.721;69.482;126.038;35.327;0.0;true
23;NR;LTE, NR;LTE, NR;34067456;152;13499;64;12;-76;-8;not available;15;2;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4729555;51.5139875;140.8163515981521;1608302383000;5.384;1608302430819;1608302434842;UDP;upload;7340032;3.226759;5070;0;7341360;2275149.7710241145;-1.0;-1;-1;-1;-1.0;1.8201198168192916E7;0.0;-1.0;-1.0;-1;-1;false;;;;;;1608302430817;1608302434431;128.015;1126.245;2328.955;851.553;0.0;true
24;NR;LTE, NR;LTE, NR;34067456;152;13499;63;12;-77;-8;not available;9;2;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4730166;51.5147856;139.87583247754188;1608302396000;3.9;1608302444966;1608302446274;UDP;download;8388608;0.281879;26484;1461;38348832;1.0283363854703615E9;0.421187;26484;1461;-1;7.28395358831113E8;7.28395358831113E8;5.516538287267784;5.0;0.02175870971398643;0;-1;false;;;;;;1608302444965;1608302448009;26.909;89.457;202.948;72.091;0.0;true
25;NR;LTE, NR;LTE, NR;34067456;152;13499;63;12;-77;-8;not available;9;2;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4723767;51.516203;138.10555212785815;1608302410000;3.52;1608302458068;1608302459780;TCP;download;2097152;1.289689;-1;-1;2570756;1.5946517338676222E7;1.24904;-1;-1;2101397;1.3459277525139308E7;-1.0;0.0;0.0;-1.0;-1;0;false;118736;32385;28563;30474;1.5946517338676222E7;1608302458066;1608302461235;37.912;88.909;156.153;45.328;0.0;true
26;NR;LTE, NR;LTE, NR;34067456;152;13499;63;12;-77;-8;not available;9;2;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4703744;51.5169181;137.00467962611893;1608302423000;3.9;1608302471310;1608302472926;UDP;upload;4194304;0.328566;2897;0;4194856;1.276716397923096E7;-1.0;-1;-1;-1;-1.0;1.0213731183384769E8;0.0;-1.0;-1.0;-1;-1;false;;;;;;1608302471307;1608302474381;46.992;172.343;478.26;178.925;0.0;true
27;NR;LTE, NR;LTE, NR;34067456;152;13499;63;12;-77;-8;not available;9;2;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4694405;51.5178207;135.83650887103292;1608302437000;3.966;1608302484445;1608302488272;UDP;upload;9437184;2.696646;6518;0;9438064;3499926.946288093;-1.0;-1;-1;-1;-1.0;2.7999415570304744E7;0.0;-1.0;-1.0;-1;-1;false;;;;;;1608302484437;1608302488130;101.198;633.823;918.89;320.489;0.0;true
28;NR;LTE, NR;LTE, NR;34067456;152;13499;63;12;-77;-8;not available;9;2;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4697851;51.5193997;134.1294144295004;1608302450000;4.6;1608302498348;1608302499457;UDP;download;3145728;0.096365;10554;1512;15282192;1.0869353811030974E9;0.228775;10554;1512;-1;5.34400769314829E8;5.34400769314829E8;14.326321773735076;14.0;0.01874933530112495;0;-1;false;;;;;;1608302498347;1608302501410;27.865;66.279;130.258;38.823;0.0;true
29;NR;LTE, NR;LTE, NR;34067456;152;13499;63;12;-77;-8;not available;9;2;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4701083;51.5205383;134.2453766125474;1608302463000;3.96;1608302511466;1608302513683;TCP;download;3145728;1.714592;-1;-1;3842848;1.793008715776115E7;1.677102;-1;-1;3157888;1.5063546522513239E7;-1.0;0.0;0.0;-1.0;-1;0;false;170864;35964;31898;33931;1.7930087157761145E7;1608302511465;1608302514542;29.56;60.606;126.188;38.505;0.0;true
30;LTE;LTE;LTE;27113729;194;13499;62;15;-78;-7;not available;19;4;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4715578;51.526735;128.95621938664422;1608302572000;5.666;1608302524613;1608302534619;TCP;upload;10485760;107.207159;-1;-1;10698144;798315.642335042;107.307967;-1;-1;10273776;765928.293096821;-1.0;0.0;0.0;-1.0;-1;1292;true;4658216;31765529;43266;-34277;798315.642335042;1608302524609;1608302529214;65.469;418.721;771.973;353.252;50.0;true
31;LTE;LTE;LTE;27113729;194;13499;62;15;-78;-7;not available;19;4;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4715578;51.526735;128.95621938664422;1608302572000;5.666;1608302643212;1608302645737;TCP;download;3145728;1.896807;-1;-1;3913800;1.6506898171506116E7;1.843783;-1;-1;3157888;1.3701777269884797E7;-1.0;0.0;0.0;-1.0;-1;0;false;172312;38778;30156;34467;1.6506898171506116E7;1608302643208;1608302646290;28.861;88.347;226.186;81.009;0.0;true
32;LTE;LTE;LTE;27163394;427;13494;68;11;-72;-7;not available;15;5;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4715578;51.526735;128.95621938664422;1608302572000;5.666;1608302656364;1608302658786;TCP;upload;10485760;1.858649;-1;-1;10708164;4.6090096623945676E7;1.94797;-1;-1;9801508;4.0253219505433865E7;-1.0;0.0;0.0;-1.0;-1;3;false;2719344;218111;37837;166358;4.6090096623945676E7;1608302656362;1608302659418;29.456;107.685;212.799;78.87;0.0;true
33;LTE;LTE;LTE;27163394;427;13494;64;4;-76;-7;not available;-4;5;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4733438;51.5311716;131.50809343803778;1608302620999;5.2;1608302669444;1608302670661;TCP;upload;3145728;0.605995;-1;-1;3302880;4.3602735996171586E7;0.682504;-1;-1;2738576;3.2100336408284787E7;-1.0;0.0;0.0;-1.0;-1;0;false;2116976;172886;43517;99717;4.3602735996171586E7;1608302669438;1608302672497;27.247;37.012;64.12;15.673;0.0;true
