timestamp;Protocol;direction;filesize_Byte;start;end;duration;bytes;bits_per_second;packets/retransmits;omitted;sender
1607599991351;UDP;upload;104858;0.0;0.005184;0.00518399989232421;105704;1.6312346017832708E8;73;false;true;
1607600004952;UDP;upload;9437184;0.0;0.101099;0.10109899938106537;2415264;1.9112070463893038E8;1668;false;true;
1607600004952;UDP;upload;9437184;0.101099;0.200116;0.09901700168848038;263536;2.1292181787456386E7;182;false;true;
1607600004952;UDP;upload;9437184;0.200116;0.300096;0.09997999668121338;333040;2.6648530590525974E7;230;false;true;
1607600004952;UDP;upload;9437184;0.300096;0.40004;0.09994400292634964;285256;2.2833265960756827E7;197;false;true;
1607600004952;UDP;upload;9437184;0.40004;0.500107;0.10006699711084366;515488;4.12114295328756E7;356;false;true;
1607600004952;UDP;upload;9437184;0.500107;0.600118;0.10001099854707718;285256;2.281797035478847E7;197;false;true;
1607600004952;UDP;upload;9437184;0.600118;0.70012;0.1000019982457161;321456;2.571596613180842E7;222;false;true;
1607600004952;UDP;upload;9437184;0.70012;0.800098;0.0999779999256134;269328;2.155098123190206E7;186;false;true;
1607600004952;UDP;upload;9437184;0.800098;0.900026;0.09992799907922745;337384;2.7010167569352143E7;233;false;true;
1607600004952;UDP;upload;9437184;0.900026;1.000124;0.10009799897670746;496664;3.969422007051889E7;343;false;true;
1607600004952;UDP;upload;9437184;1.000124;1.100188;0.1000640019774437;254848;2.0374799725275632E7;176;false;true;
1607600004952;UDP;upload;9437184;1.100188;1.201045;0.10085699707269669;241816;1.9180900246371724E7;167;false;true;
1607600004952;UDP;upload;9437184;1.201045;1.30011;0.09906499832868576;285256;2.3035865729573213E7;197;false;true;
1607600004952;UDP;upload;9437184;1.30011;1.400196;0.10008600354194641;417024;3.333325222244277E7;288;false;true;
1607600004952;UDP;upload;9437184;1.400196;1.500241;0.10004500299692154;328696;2.6283851479127984E7;227;false;true;
1607600004952;UDP;upload;9437184;1.500241;1.600111;0.0998699963092804;286704;2.296617687755802E7;198;false;true;
