count;Type;Available;Registered;CI;PCI;TAC;ASU;CQI;RSRP;RSRQ;RSSI;RSSNR;TA;Bandwith;NCI;MCC;MNC;ARFCN;CSI_RSRP;CSI_RSRQ;CSI_SINR;CSI_RSRP_dbm;SS_RSRP;SS_RSRQ;SS_SINR;LEVEL;Longitude;Latitude;Altitude;Time;Accuracy;timestampStart;timestampEnd;protocol;direction;filesize;senderTime;senderPackets;senderLostPackets;senderBytes;senderThroughput;receiverTime;receiverPackets;receiverLostPackets;receiverBytes;receiverThroughput;rawThroughput;senderPacketloss;revceiverPacketloss;receiverJitter;receiverOutOfOrder;senderRetransmits;speedtestTimeout;tcp_max_cwnd_0;tcp_max_rtt_0;tcp_min_rtt_0;tcp_mean_rtt_0;bits_per_second_0;PingtimestampStart;PingtimestampEnd;minPing;avgPing;maxPing;meanDevPing;packetLoss;successfull
59;LTE;LTE;LTE;26340868;195;13621;39;10;-101;-9;not available;11;3;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.7825928;51.2115907;84.50257129754114;1609253127000;3.916;1609253200394;1609253200909;UDP;upload;104858;0.003068;73;0;105704;3.4453715775749676E7;-1.0;-1;-1;-1;-1.0;2.756297262059974E8;0.0;-1.0;-1.0;-1;-1;false;;;;;;1609253200387;1609253203454;32.394;43.985;61.641;10.79;0.0;true
60;LTE;LTE;LTE;26340868;195;13621;39;10;-101;-9;not available;11;3;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.7825366;51.210385;84.2096740708188;1609253140000;3.9;1609253213515;1609253215431;UDP;download;7340032;0.316166;41871;2803;60629208;1.4314117014479735E9;0.669317;41871;2803;-1;7.246695721160526E8;7.246695721160526E8;6.694370805569487;6.0;0.052590845306948034;169;-1;false;;;;;;1609253213513;1609253216569;34.574;218.681;727.289;293.853;0.0;true
61;LTE;LTE;LTE;26340868;195;13621;39;10;-101;-9;not available;11;3;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.7825457;51.2094426;83.50352164241998;1609253153000;3.966;1609253226621;1609253227329;TCP;download;104858;0.277969;-1;-1;178160;5127478.243976846;0.225219;-1;-1;105304;3740501.46746056;-1.0;0.0;0.0;-1.0;-1;0;false;18824;33138;33138;33138;5127478.243976846;1609253226617;1609253229675;33.052;39.643;47.986;5.776;0.0;true
62;LTE;LTE;LTE;26340868;195;13621;39;10;-101;-9;not available;11;3;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.7826317;51.2086061;83.0628067395308;1609253166000;4.0;1609253239732;1609253242649;UDP;download;524288;0.059085;29801;2298;43151848;5.392142709655581E9;0.617542;29801;2298;-1;5.590142597588503E8;5.590142597588503E8;7.71115063252911;7.0;0.17158380098055992;0;-1;false;;;;;;1609253239732;1609253242800;43.71;649.097;1745.183;691.551;0.0;true
63;LTE;LTE;LTE;26340868;195;13621;39;10;-101;-9;not available;11;3;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.7827617;51.2071446;84.13104177016353;1609253181000;3.98;1609253252855;1609253257279;UDP;download;10485760;0.961576;158339;2223;229274872;1.8807122307545114E9;1.591011;158339;2223;-1;1.1528512222731333E9;1.1528512222731333E9;1.4039497533772476;1.0;0.47584860052199135;4;-1;false;;;;;;1609253252849;1609253256900;46.753;46.753;46.753;0.0;75.0;true
64;LTE;LTE;LTE;26340868;195;13621;39;10;-101;-9;not available;11;3;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.7832198;51.2057516;83.96627633284656;1609253194000;3.933;1609253267349;1609253267956;UDP;upload;524288;0.01278;363;0;525624;4.112863849765258E7;-1.0;-1;-1;-1;-1.0;3.2902910798122066E8;0.0;-1.0;-1.0;-1;-1;false;;;;;;1609253267345;1609253270409;34.039;39.571;47.398;5.665;0.0;true
65;LTE;LTE;LTE;26340868;195;13621;39;10;-101;-9;not available;11;3;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.7837303;51.2045891;83.79489553082;1609253207000;3.95;1609253280458;1609253281065;UDP;upload;104858;0.005005;73;0;105704;2.1119680319680322E7;-1.0;-1;-1;-1;-1.0;1.6895744255744258E8;0.0;-1.0;-1.0;-1;-1;false;;;;;;1609253280455;1609253283524;33.696;43.78;56.082;8.027;0.0;true
66;LTE;LTE;LTE;26340868;195;13621;39;10;-101;-9;not available;11;3;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.7846734;51.2034453;83.95074648463059;1609253220000;3.92;1609253293601;1609253294106;TCP;upload;524288;0.002877;-1;-1;550410;1.53051094890511E9;0.056404;-1;-1;8413;1193248.7057655484;-1.0;0.0;0.0;-1.0;-1;0;false;14480;30341;30341;30341;1.53051094890511E9;1609253293597;1609253296654;29.474;32.963;38.261;3.364;0.0;true
67;LTE;LTE;LTE;26340868;195;13621;39;10;-101;-9;not available;11;3;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.786619;51.2021633;84.32569910297026;1609253234000;3.9;1609253306785;1609253310404;TCP;download;9437184;2.942817;-1;-1;10763046;2.9259164942978106E7;2.905656;-1;-1;9439512;2.5989344919013124E7;-1.0;0.0;0.0;-1.0;-1;3;false;231680;38334;35792;37366;2.9259164942978106E7;1609253306785;1609253309829;30.467;95.491;285.634;109.792;0.0;true
68;LTE;LTE;LTE;26340868;195;13621;39;10;-101;-9;not available;11;3;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.7880955;51.2007086;84.47813252418517;1609253247000;3.9;1609253320474;1609253322086;UDP;download;2097152;0.126169;15431;1699;22344088;1.2607810793459566E9;0.378951;15431;1699;-1;4.7170400394774E8;4.7170400394774E8;11.010303933640076;11.0;0.04475396991817305;0;-1;false;;;;;;1609253320470;1609253323530;31.072;139.668;415.322;159.502;0.0;true
69;NR;LTE, NR;LTE, NR;26340868;195;13621;39;10;-101;-9;not available;11;3;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.7904946;51.1996865;84.99017628566969;1609253260000;3.9;1609253333585;1609253334294;UDP;upload;524288;0.010352;363;0;525624;5.077511591962906E7;-1.0;-1;-1;-1;-1.0;4.062009273570325E8;0.0;-1.0;-1.0;-1;-1;false;;;;;;1609253333581;1609253336642;32.203;49.675;61.222;10.682;0.0;true
70;LTE;LTE;LTE;26340868;195;13621;39;10;-101;-9;not available;11;3;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.7929891;51.1985437;86.20160889198893;1609253274000;3.9;1609253346697;1609253349218;UDP;download;10485760;0.548907;42948;2471;62188704;8.542167762480711E8;0.839437;42948;2471;-1;5.92670601843855E8;5.92670601843855E8;5.753469311725808;5.0;0.011231529188727803;0;-1;false;;;;;;1609253346696;1609253350734;49.594;151.646;337.394;131.557;25.0;true
71;LTE;LTE;LTE;26340868;195;13621;39;10;-101;-9;not available;11;3;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.7952465;51.1975108;86.61801112902333;1609253287000;3.9;1609253360787;1609253362398;UDP;upload;7340032;0.965248;5070;0;7341360;7605672.324625381;-1.0;-1;-1;-1;-1.0;6.084537859700305E7;0.0;-1.0;-1.0;-1;-1;false;;;;;;1609253360782;1609253363841;33.166;110.419;335.02;129.7;0.0;true
72;LTE;LTE;LTE;26340868;195;13621;39;10;-101;-9;not available;11;3;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.7977116;51.1965761;85.83131352323862;1609253300000;3.9;1609253373900;1609253374607;TCP;download;104858;0.266837;-1;-1;172920;5184288.535697823;0.22767;-1;-1;104904;3686177.361971274;-1.0;0.0;0.0;-1.0;-1;0;false;18824;33790;33790;33790;5184288.535697823;1609253373900;1609253376975;34.744;49.874;79.79;18.389;0.0;true
73;LTE;LTE;LTE;26340868;195;13621;39;10;-101;-9;not available;11;3;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.8001442;51.1959045;85.85736441336533;1609253315000;3.9;1609253387034;1609253391158;TCP;download;6291456;3.44428;-1;-1;7671022;1.7817417863820594E7;3.394388;-1;-1;6291811;1.482873731582836E7;-1.0;0.0;0.0;-1.0;-1;0;false;327248;73041;37378;57838;1.7817417863820594E7;1609253387034;1609253390121;32.798;59.614;104.145;29.257;0.0;true
74;LTE;LTE;LTE;26332162;454;13621;53;14;-87;-7;not available;8;15;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.8004211;51.1958102;85.74734835250199;1609253328000;3.9;1609253401239;1609253402547;TCP;download;524288;0.825032;-1;-1;681460;6607840.665574184;0.77971;-1;-1;525074;5387377.35824858;-1.0;0.0;0.0;-1.0;-1;0;false;40544;38030;38030;38030;6607840.665574184;1609253401237;1609253404295;31.64;51.795;72.376;15.986;0.0;true
