Count;Date;Timestamp;Type;Available;Registered;CI;PCI;TAC;ASU;CQI;RSRP;RSRQ;RSSI;RSSNR;TA;Bandwith;NCI;MCC;MNC;ARFCN;CSI_RSRP;CSI_RSRQ;CSI_SINR;CSI_RSRP_dbm;SS_RSRP;SS_RSRQ;SS_SINR;LEVEL;Longitude;Latitude;Altitude;Time;Accuracy
0;10-12-2020_12:24:04:373;1607603044373;LTE;LTE;LTE;28371456;225;13499;50;not available;-90;-12;not available;5;6;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;0.0;0.0;0.0;0;0.0
0;10-12-2020_12:24:04:402;1607603044402;LTE;LTE;LTE;28371456;225;13499;50;not available;-90;-12;not available;5;6;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;0.0;0.0;0.0;0;0.0
0;10-12-2020_12:24:04:421;1607603044421;LTE;LTE;LTE;28371456;225;13499;50;not available;-90;-12;not available;5;6;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;0.0;0.0;0.0;0;0.0
0;10-12-2020_12:24:05:423;1607603045423;LTE;LTE;LTE;28371456;225;13499;50;not available;-90;-12;not available;5;6;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4225358;51.5100276;142.34190497415344;1607603011999;3.6
0;10-12-2020_12:24:06:479;1607603046479;LTE;LTE;LTE;28371456;225;13499;50;not available;-90;-12;not available;5;6;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4225371;51.5099361;142.7143371904747;1607603012999;3.75
0;10-12-2020_12:24:07:573;1607603047573;LTE;LTE;LTE;28371456;225;13499;50;not available;-90;-12;not available;5;6;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4225356;51.5098426;142.9935464223193;1607603013999;3.9
0;10-12-2020_12:24:08:115;1607603048115;LTE;LTE;LTE;28371456;225;13499;50;not available;-90;-12;not available;5;6;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4225273;51.5097491;143.23771581146664;1607603014999;3.9
0;10-12-2020_12:24:08:130;1607603048130;LTE;LTE;LTE;28371456;225;13499;50;not available;-90;-12;not available;5;6;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4225273;51.5097491;143.23771581146664;1607603014999;3.9
1;10-12-2020_12:24:08:633;1607603048633;LTE;LTE;LTE;28371456;225;13499;50;not available;-90;-12;not available;5;6;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4225179;51.5096528;143.40730292870157;1607603015999;3.9
1;10-12-2020_12:24:09:406;1607603049406;LTE;LTE;LTE;28371456;225;13499;50;not available;-90;-12;not available;5;6;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4225179;51.5096528;143.40730292870157;1607603015999;3.9
