counter;timestampStart;timestampEnd;protocol;direction;filesize;senderTime;senderPackets;senderLostPackets;senderBytes;senderThroughput;receiverTime;receiverPackets;receiverLostPackets;receiverBytes;receiverThroughput;rawThroughput;senderPacketloss;revceiverPacketloss;receiverJitter;receiverOutOfOrder;senderRetransmits;speedtestTimeout;tcp_max_cwnd_0;tcp_max_rtt_0;tcp_min_rtt_0;tcp_mean_rtt_0;bits_per_second_0
105;1609243724650;1609243727365;TCP;download;3145728;2.163283;-1;-1;3839952;1.4200461058493042E7;2.063668;-1;-1;3149400;1.2208940585404241E7;-1.0;0.0;0.0;-1.0;-1;0;false;170864;43300;37757;41380;1.4200461058493042E7
106;1609243737840;1609243741162;TCP;download;6291456;2.786611;-1;-1;7661240;2.199442979303534E7;2.7484;-1;-1;6298800;1.8334449134041622E7;-1.0;0.0;0.0;-1.0;-1;0;false;328696;44609;42144;43679;2.1994429793035343E7
107;1609243751216;1609243755844;UDP;download;4194304;0.754169;112868;1999;163432864;1.7029425712274039E9;1.21595;112868;1999;-1;1.075260423537152E9;1.075260423537152E9;1.7710954389198;1.0;0.003234785521946159;0;-1;false;;;;;
108;1609243765964;1609243775515;TCP;upload;8388608;8.413531;-1;-1;8732756;8303534.865444722;8.654545;-1;-1;7793026;7203637.85733392;-1.0;0.0;0.0;-1.0;-1;1;false;2636808;2657264;43958;1296141;8303534.865444722
109;1609243785614;1609243786222;TCP;upload;104858;0.03609;-1;-1;110040;2.4392352452202827E7;0.079846;-1;-1;7764;777897.4525962478;-1.0;0.0;0.0;-1.0;-1;0;false;14480;33858;33858;33858;2.4392352452202827E7
110;1609243798724;1609243801842;TCP;download;5242880;2.550762;-1;-1;6363188;1.9956979130157966E7;2.493932;-1;-1;5247552;1.683302351467482E7;-1.0;0.0;0.0;-1.0;-1;0;false;269328;46411;39860;42870;1.995697913015797E7
111;1609243811974;1609243816203;TCP;upload;6291456;3.452983;-1;-1;6605970;1.5304958060899807E7;3.587277;-1;-1;5787882;1.2907577530254843E7;-1.0;0.0;0.0;-1.0;-1;3;false;2426848;815595;50450;512707;1.5304958060899807E7
112;1609243826374;1609243832808;TCP;download;9437184;5.915631;-1;-1;9926040;1.3423474182213191E7;5.861065;-1;-1;9443856;1.2890293487617012E7;-1.0;0.0;0.0;-1.0;-1;1;false;128872;147611;40543;64903;1.3423474182213191E7
113;1609243842902;1609243846421;UDP;download;10485760;0.721775;101968;2376;147649664;1.5983841612690935E9;1.178033;101968;2376;-1;1.0026860979276471E9;1.0026860979276471E9;2.330142789894869;2.0;0.11046837063903336;0;-1;false;;;;;
114;1609243857031;1609243859349;TCP;upload;9437184;1.675752;-1;-1;9777275;4.66764771875552E7;1.780937;-1;-1;8962447;4.025946790930841E7;-1.0;0.0;0.0;-1.0;-1;3;false;2701968;209110;42497;152604;4.66764771875552E7
115;1609243870173;1609243872386;UDP;upload;10485760;1.550837;7242;0;10486416;6761778.317128106;-1.0;-1;-1;-1;-1.0;5.409422653702485E7;0.0;-1.0;-1.0;-1;-1;false;;;;;
116;1609243883329;1609243886748;TCP;download;9437184;2.98183;-1;-1;11385748;3.0547007710030418E7;2.940073;-1;-1;9438064;2.5681169141038336E7;-1.0;0.0;0.0;-1.0;-1;0;false;485080;42070;36815;40053;3.0547007710030418E7
117;1609243896815;1609243897928;TCP;upload;2097152;0.447002;-1;-1;2201850;3.940653509380271E7;0.525251;-1;-1;1707674;2.600926414228626E7;-1.0;0.0;0.0;-1.0;-1;0;false;1216320;103978;43878;73437;3.940653509380271E7
118;1609243910028;1609243910936;UDP;upload;2097152;0.047647;1449;0;2098152;4.4035343253510185E7;-1.0;-1;-1;-1;-1.0;3.522827460280815E8;0.0;-1.0;-1.0;-1;-1;false;;;;;
119;1609243923229;1609243925345;UDP;upload;4194304;0.85554;2897;0;4194856;4903167.5900600795;-1.0;-1;-1;-1;-1.0;3.9225340720480636E7;0.0;-1.0;-1.0;-1;-1;false;;;;;
120;1609243936349;1609243938766;UDP;download;8388608;0.715905;90482;3619;131017936;1.405523068004833E9;1.16276;90482;3619;-1;9.014271973580103E8;9.014271973580103E8;3.9996905461859815;3.0;0.07171926630828514;0;-1;false;;;;;
121;1609243950432;1609243952345;TCP;download;1048576;1.459962;-1;-1;1298646;7116053.705507403;1.424426;-1;-1;1049250;5892900.017270114;-1.0;0.0;0.0;-1.0;-1;0;false;66608;37987;36304;37145;7116053.705507403
122;1609243963537;1609243964044;TCP;upload;524288;0.003258;-1;-1;550410;1.3515285451197054E9;0.064718;-1;-1;0;0.0;-1.0;0.0;0.0;-1.0;-1;0;false;14480;33580;33580;33580;1.3515285451197054E9
123;1609243976639;1609243977546;UDP;download;524288;0.008852;11468;1761;16605664;1.2702879349299593E10;0.205922;11468;1761;-1;6.451244257534406E8;6.451244257534406E8;15.355772584583187;15.0;0.0456615632276893;0;-1;false;;;;;
124;1609243989748;1609243990562;UDP;download;3145728;0.105117;15209;2553;22022632;1.394704034551975E9;0.260005;15209;2553;-1;6.77606415261245E8;6.77606415261245E8;16.786113485436253;16.0;0.017012076293391933;0;-1;false;;;;;
125;1609244002925;1609244006041;UDP;download;3145728;0.080773;29508;1547;42727584;4.0100061159050674E9;0.459867;29508;1547;-1;7.43303329005995E8;7.43303329005995E8;5.24264606208486;5.0;0.0718476256912141;0;-1;false;;;;;
126;1609244016087;1609244017702;UDP;download;524288;0.018103;26962;3890;39040976;1.4763632989007345E10;0.412917;26962;3890;-1;7.563936771796753E8;7.563936771796753E8;14.427713077664862;14.0;0.05136196634136806;0;-1;false;;;;;
127;1609244029245;1609244030053;TCP;download;104858;0.306891;-1;-1;172920;4507659.071136005;0.250234;-1;-1;104904;3353788.853633;-1.0;0.0;0.0;-1.0;-1;0;false;18824;34594;34594;34594;4507659.071136005
128;1609244042350;1609244043459;UDP;upload;6291456;0.506439;4345;74;6291560;1.22115555871487E7;-1.0;-1;-1;-1;-1.0;9.938507895324017E7;1.7031070195627158;-1.0;-1.0;-1;-1;false;;;;;
129;1609244055472;1609244057784;UDP;download;4194304;0.168869;18874;1027;27329552;1.2242605096258047E9;0.444589;18874;1027;-1;4.917719871611758E8;4.917719871611758E8;5.441347885980714;5.0;0.01965504201872234;0;-1;false;;;;;
130;1609244068598;1609244073121;UDP;download;524288;0.007882;46422;2681;67219056;6.4285174321238266E10;0.698698;46422;2681;-1;7.696493306120813E8;7.696493306120813E8;5.775278962560855;5.0;0.016414327141329923;0;-1;false;;;;;
131;1609244083179;1609244085794;UDP;upload;9437184;0.760976;6518;0;9438064;1.2402577742267825E7;-1.0;-1;-1;-1;-1.0;9.92206219381426E7;0.0;-1.0;-1.0;-1;-1;false;;;;;
132;1609244097279;1609244102401;UDP;download;9437184;0.744178;68874;1807;99729552;1.0439762099927706E9;1.11154;68874;1807;-1;7.177757129747918E8;7.177757129747918E8;2.623631559078898;2.0;0.08199238332976924;0;-1;false;;;;;
133;1609244112449;1609244113255;TCP;download;104858;0.326886;-1;-1;178160;4360174.495083913;0.288103;-1;-1;105152;2919844.638896506;-1.0;0.0;0.0;-1.0;-1;0;false;18824;43261;43261;43261;4360174.495083913
134;1609244125537;1609244127950;TCP;download;1048576;1.45465;-1;-1;1310500;7207231.980201423;1.391311;-1;-1;1052146;6049810.574343191;-1.0;0.0;0.0;-1.0;-1;0;false;66608;47360;40191;43775;7207231.980201423
135;1609244139643;1609244140651;TCP;download;104858;0.323021;-1;-1;172920;4282569.86387882;0.278106;-1;-1;105304;3029175.925726162;-1.0;0.0;0.0;-1.0;-1;0;false;20272;44897;44897;44897;4282569.86387882
136;1609244152781;1609244153388;TCP;upload;104858;0.002033;-1;-1;110040;4.3301524840137726E8;0.058909;-1;-1;0;0.0;-1.0;0.0;0.0;-1.0;-1;0;false;14480;35556;35556;35556;4.3301524840137726E8
137;1609244165939;1609244167752;UDP;upload;9437184;1.168338;6518;0;9438064;8078196.54928625;-1.0;-1;-1;-1;-1.0;6.4625572394290015E7;0.0;-1.0;-1.0;-1;-1;false;;;;;
138;1609244182140;1609244182752;UDP;upload;524288;0.024492;363;0;525624;2.1461048505634494E7;-1.0;-1;-1;-1;-1.0;1.7168838804507595E8;0.0;-1.0;-1.0;-1;-1;false;;;;;
139;1609244201579;1609244204292;UDP;upload;8388608;1.813923;5794;0;8389712;4625175.379550289;-1.0;-1;-1;-1;-1.0;3.7001403036402315E7;0.0;-1.0;-1.0;-1;-1;false;;;;;
140;1609244214741;1609244218063;TCP;upload;9437184;2.484104;-1;-1;9754706;3.1414807109525207E7;2.624867;-1;-1;8867676;2.7026667636874553E7;-1.0;0.0;0.0;-1.0;-1;5;false;2680248;373843;43364;249507;3.1414807109525207E7
141;1609244228136;1609244230548;UDP;download;8388608;0.560506;66316;1709;96025568;1.3352354622430449E9;0.844781;66316;1709;-1;9.093534821450766E8;9.093534821450766E8;2.577055310935521;2.0;0.212142804080123;0;-1;false;;;;;
142;1609244241290;1609244242901;UDP;upload;4194304;0.664449;2897;0;4194856;6313285.143028284;-1.0;-1;-1;-1;-1.0;5.0506281144226275E7;0.0;-1.0;-1.0;-1;-1;false;;;;;
143;1609244254386;1609244255094;UDP;upload;524288;0.012675;363;0;525624;4.1469349112426035E7;-1.0;-1;-1;-1;-1.0;3.317547928994083E8;0.0;-1.0;-1.0;-1;-1;false;;;;;
144;1609244267496;1609244271718;UDP;download;6291456;1.062958;205961;2340;298231528;-1.7756345040898542E9;1.712731;205961;2340;-1;1.393010475083361E9;1.393010475083361E9;1.1361374240754318;1.0;0.0028371526075294173;0;-1;false;;;;;
145;1609244281771;1609244283994;UDP;download;8388608;0.474379;56421;2444;81697608;1.3180802016952689E9;0.757837;56421;2444;-1;8.62429340346275E8;8.62429340346275E8;4.331720458694457;4.0;0.06238989587867057;11;-1;false;;;;;
146;1609244294920;1609244296338;UDP;upload;6291456;0.68542;4345;0;6291560;9179131.043739604;-1.0;-1;-1;-1;-1.0;7.343304834991683E7;0.0;-1.0;-1.0;-1;-1;false;;;;;
