count;Type;Available;Registered;CI;PCI;TAC;ASU;CQI;RSRP;RSRQ;RSSI;RSSNR;TA;Bandwith;NCI;MCC;MNC;ARFCN;CSI_RSRP;CSI_RSRQ;CSI_SINR;CSI_RSRP_dbm;SS_RSRP;SS_RSRQ;SS_SINR;LEVEL;Longitude;Latitude;Altitude;Time;Accuracy;timestampStart;timestampEnd;protocol;direction;filesize;senderTime;senderPackets;senderLostPackets;senderBytes;senderThroughput;receiverTime;receiverPackets;receiverLostPackets;receiverBytes;receiverThroughput;rawThroughput;senderPacketloss;revceiverPacketloss;receiverJitter;receiverOutOfOrder;senderRetransmits;speedtestTimeout;tcp_max_cwnd_0;tcp_max_rtt_0;tcp_min_rtt_0;tcp_mean_rtt_0;bits_per_second_0;PingtimestampStart;PingtimestampEnd;minPing;avgPing;maxPing;meanDevPing;packetLoss;successfull
75;LTE;LTE;LTE;27173376;84;13611;70;14;-70;-6;not available;25;1;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4425649;51.1896846;99.72306085318961;1609243246000;3.9;1609243319812;1609243321131;TCP;upload;3145728;0.691167;-1;-1;3302880;3.822960297583652E7;0.781411;-1;-1;2753608;2.8191136290633228E7;-1.0;0.0;0.0;-1.0;-1;1;false;2116976;185518;40407;101077;3.822960297583652E7;1609243319807;1609243322873;35.712;65.42;129.541;38.372;0.0;true
76;LTE;LTE;LTE;27173376;84;13611;70;14;-70;-6;not available;25;1;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4422297;51.1904575;100.07687161412782;1609243259000;4.883;1609243332927;1609243333434;TCP;upload;104858;0.002796;-1;-1;110040;3.1484978540772533E8;0.048167;-1;-1;6316;1049016.9618203335;-1.0;0.0;0.0;-1.0;-1;0;false;14480;35922;35922;35922;3.1484978540772533E8;1609243332921;1609243335985;36.454;42.984;47.949;4.63;0.0;true
77;LTE;LTE;LTE;27332608;69;13611;62;10;-78;-9;not available;9;1;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4421666;51.1908603;94.0;1609243272000;3.933;1609243346035;1609243347946;UDP;download;3145728;0.18986;31726;2239;45939248;1.7991014853049614E9;0.513045;31726;2239;-1;7.163386915377793E8;7.163386915377793E8;7.057303158292883;7.0;0.06405493761515806;0;-1;false;;;;;;1609243346033;1609243349091;34.42;215.932;744.81;305.409;0.0;true
78;LTE;LTE;LTE;27332608;69;13611;65;11;-75;-7;not available;19;1;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4421636;51.1908859;103.9000015258789;1609243285000;4.21;1609243359140;1609243360954;TCP;upload;6291456;1.183983;-1;-1;6605970;4.463557331481955E7;1.270059;-1;-1;5986258;3.770696007035893E7;-1.0;0.0;0.0;-1.0;-1;1;false;2358792;208112;41073;131711;4.463557331481955E7;1609243359137;1609243362198;36.277;84.473;196.375;65.107;0.0;true
79;LTE;LTE;LTE;27332608;69;13611;62;15;-78;-7;not available;13;1;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4421703;51.1911288;94.0;1609243298000;3.72;1609243372354;1609243373464;TCP;upload;2097152;0.459324;-1;-1;2201850;3.834940042323066E7;0.564748;-1;-1;1712018;2.4251779554774873E7;-1.0;0.0;0.0;-1.0;-1;0;false;1253968;98462;43539;65370;3.834940042323066E7;1609243372352;1609243375406;35.619;38.664;42.599;2.703;0.0;true
80;LTE;LTE;LTE;27332608;69;13611;65;9;-75;-7;not available;13;1;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.44276;51.1923255;94.0;1609243312000;4.25;1609243385507;1609243386014;UDP;upload;104858;0.003257;73;0;105704;3.2454405894995395E7;-1.0;-1;-1;-1;-1.0;2.5963524715996316E8;0.0;-1.0;-1.0;-1;-1;false;;;;;;1609243385498;1609243388565;35.554;38.03;43.234;3.093;0.0;true
81;LTE;LTE;LTE;27332608;69;13611;65;9;-75;-7;not available;13;1;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.443264;51.1931433;94.0;1609243326000;3.928;1609243398672;1609243402792;TCP;download;6291456;3.678424;-1;-1;7795904;1.6954878502315123E7;3.631235;-1;-1;6291560;1.3860981181333622E7;-1.0;0.0;0.0;-1.0;-1;0;false;328696;106981;39535;62404;1.6954878502315123E7;1609243398671;1609243401732;44.754;49.657;63.942;8.252;0.0;true
82;LTE;LTE;LTE;27332608;69;13611;55;10;-85;-9;not available;5;1;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.443427;51.1934083;95.0;1609243341000;3.924;1609243412886;1609243417715;UDP;download;4194304;0.915868;169638;2528;245635824;2.1136258063389046E9;1.609;169638;2528;-1;1.2213092554381604E9;1.2213092554381604E9;1.4902321413834165;1.0;0.018256315354431136;0;-1;false;;;;;;1609243412885;1609243416958;56.979;56.979;56.979;0.0;75.0;true
83;LTE;LTE;LTE;27332608;69;13611;54;7;-86;-12;not available;4;1;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4437294;51.1943559;95.0;1609243354000;3.9;1609243427832;1609243428438;UDP;upload;1048576;0.024939;725;0;1049800;4.209471109507198E7;-1.0;-1;-1;-1;-1.0;3.3675768876057583E8;0.0;-1.0;-1.0;-1;-1;false;;;;;;1609243427829;1609243430889;34.193;42.988;67.525;14.174;0.0;true
84;LTE;LTE;LTE;27332608;69;13611;54;7;-86;-12;not available;4;1;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4432802;51.1951731;95.0;1609243367000;3.92;1609243440961;1609243442476;TCP;upload;5242880;0.933557;-1;-1;5504940;4.717389511299257E7;1.019973;-1;-1;4925428;3.863183045041388E7;-1.0;0.0;0.0;-1.0;-1;1;false;2284944;181191;44355;121252;4.717389511299257E7;1609243440957;1609243444024;35.956;76.623;178.692;59.071;0.0;true
85;LTE;LTE;LTE;27332608;69;13611;54;7;-86;-12;not available;4;1;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4422416;51.1959642;95.0;1609243380000;3.933;1609243454091;1609243456509;TCP;download;2097152;1.71379;-1;-1;2522378;1.1774502126865018E7;1.660581;-1;-1;2098152;1.0108038090282857E7;-1.0;0.0;0.0;-1.0;-1;0;false;118736;38568;37919;38243;1.1774502126865018E7;1609243454091;1609243457189;32.806;110.928;311.51;116.474;0.0;true
86;LTE;LTE;LTE;27332608;69;13611;54;7;-86;-12;not available;4;1;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4414436;51.1966206;95.0;1609243393000;3.94;1609243467298;1609243468810;UDP;upload;5242880;0.693857;3621;0;5243208;7556611.809061522;-1.0;-1;-1;-1;-1.0;6.045289447249217E7;0.0;-1.0;-1.0;-1;-1;false;;;;;;1609243467296;1609243470356;33.875;126.08;383.026;148.558;0.0;true
87;LTE;LTE;LTE;27123712;135;13611;68;13;-72;-7;not available;22;3;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4413328;51.1967066;96.80000305175781;1609243406000;4.0;1609243480405;1609243481714;UDP;upload;5242880;0.655734;3621;0;5243208;7995937.37704618;-1.0;-1;-1;-1;-1.0;6.396749901636944E7;0.0;-1.0;-1.0;-1;-1;false;;;;;;1609243480408;1609243483464;32.716;82.202;228.449;84.437;0.0;true
88;LTE;LTE;LTE;27123712;135;13611;70;15;-70;-5;not available;26;3;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.441333;51.1967064;97.0;1609243420000;4.526;1609243493506;1609243495118;TCP;download;524288;0.907386;-1;-1;681460;6008115.62003381;0.867901;-1;-1;524799;4837408.87497537;-1.0;0.0;0.0;-1.0;-1;0;false;40544;37865;37865;37865;6008115.62003381;1609243493503;1609243496559;33.315;106.244;323.069;125.185;0.0;true
89;LTE;LTE;LTE;27123712;135;13611;70;12;-70;-6;not available;26;2;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.441333;51.1967064;96.9000015258789;1609243433000;4.751;1609243506613;1609243507830;UDP;upload;4194304;0.521952;2897;0;4194856;8036861.627122801;-1.0;-1;-1;-1;-1.0;6.42948930169824E7;0.0;-1.0;-1.0;-1;-1;false;;;;;;1609243506606;1609243509667;34.008;57.228;117.841;35.157;0.0;true
90;LTE;LTE;LTE;27123712;135;13611;69;12;-71;-5;not available;27;2;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.441241;51.1967612;96.9000015258789;1609243446000;4.785;1609243519780;1609243522298;TCP;download;3145728;2.039739;-1;-1;3863464;1.5152777879915029E7;1.995439;-1;-1;3150248;1.2629794245777495E7;-1.0;0.0;0.0;-1.0;-1;0;false;173760;41712;36049;39276;1.5152777879915029E7;1609243519774;1609243522848;40.841;47.057;56.219;5.641;0.0;true
91;LTE;LTE;LTE;27123712;135;13611;60;8;-80;-7;not available;15;2;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4405928;51.1972902;96.9000015258789;1609243459000;3.9;1609243532902;1609243535223;UDP;upload;10485760;1.568035;7242;0;10486416;6687616.028978945;-1.0;-1;-1;-1;-1.0;5.350092823183156E7;0.0;-1.0;-1.0;-1;-1;false;;;;;;1609243532897;1609243535956;34.014;159.436;382.319;139.441;0.0;true
92;LTE;LTE;LTE;27123712;135;13611;46;9;-94;-11;not available;6;2;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4400118;51.1977375;96.9000015258789;1609243473000;4.0;1609243546046;1609243548361;UDP;download;10485760;0.618407;65618;2088;95014864;1.1900439678076088E9;0.943102;65618;2088;-1;8.059774149561765E8;8.059774149561765E8;3.1820537047761284;3.0;0.18540190329107673;0;-1;false;;;;;;1609243546046;1609243550088;38.412;72.846;127.34;38.978;25.0;true
93;LTE;LTE;LTE;27123712;135;13611;46;9;-94;-11;not available;6;2;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4394743;51.1981849;96.9000015258789;1609243487000;3.6;1609243560152;1609243563879;UDP;upload;10485760;2.679123;7242;0;10486416;3914122.643865175;-1.0;-1;-1;-1;-1.0;3.13129811509214E7;0.0;-1.0;-1.0;-1;-1;false;;;;;;1609243560149;1609243563792;44.03;530.684;825.47;292.494;0.0;true
94;LTE;LTE;LTE;27123712;135;13611;37;7;-103;-11;not available;1;2;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4385988;51.1988883;96.9000015258789;1609243500000;3.9;1609243573962;1609243574670;TCP;upload;524288;0.0027;-1;-1;550410;1.6308444444444444E9;0.07094;-1;-1;14205;1601917.1130532844;-1.0;0.0;0.0;-1.0;-1;0;false;14480;32859;32859;32859;1.6308444444444444E9;1609243573959;1609243577012;33.654;42.006;48.248;5.574;0.0;true
95;LTE;LTE;LTE;27123712;135;13611;37;7;-103;-11;not available;1;2;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4375609;51.1997349;108.33245194634338;1609243513000;3.583;1609243587078;1609243589395;UDP;upload;4194304;0.944755;2897;0;4194856;4440152.208773703;-1.0;-1;-1;-1;-1.0;3.552121767018963E7;0.0;-1.0;-1.0;-1;-1;false;;;;;;1609243587067;1609243590128;33.474;309.562;984.515;393.553;0.0;true
96;LTE;LTE;LTE;27123712;135;13611;37;7;-103;-11;not available;1;2;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4360444;51.1993028;110.5004676504263;1609243526000;3.9;1609243600194;1609243601002;TCP;download;104858;0.267747;-1;-1;172920;5166668.534101223;0.230091;-1;-1;104904;3647391.6841597455;-1.0;0.0;0.0;-1.0;-1;0;false;18824;34045;34045;34045;5166668.534101223;1609243600184;1609243603247;33.433;37.138;46.547;5.479;0.0;true
97;LTE;LTE;LTE;27123712;135;13611;37;7;-103;-11;not available;1;2;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4341611;51.1989799;114.77443486231176;1609243539000;3.9;1609243613299;1609243614814;TCP;download;524288;1.022684;-1;-1;681460;5330757.105811766;0.971201;-1;-1;525349;4327417.290550566;-1.0;0.0;0.0;-1.0;-1;0;false;40544;38037;35733;36885;5330757.105811766;1609243613298;1609243616361;35.339;45.136;54.768;7.088;0.0;true
98;LTE;LTE;LTE;27123712;135;13611;37;7;-103;-11;not available;1;2;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4314324;51.1988266;114.66077175157342;1609243553000;3.266;1609243626415;1609243627324;UDP;upload;3145728;0.168926;2173;0;3146504;1.862652285616187E7;-1.0;-1;-1;-1;-1.0;1.49012182849295E8;0.0;-1.0;-1.0;-1;-1;false;;;;;;1609243626411;1609243629471;32.674;36.512;47.125;6.133;0.0;true
99;LTE;LTE;LTE;27123712;135;13611;37;7;-103;-11;not available;1;2;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4293731;51.1986759;116.37321517195323;1609243566000;4.0;1609243639517;1609243641328;UDP;download;104858;2.42E-4;35632;0;51595136;1.7056243305785125E12;0.408525;35632;0;-1;1.0103692258735695E9;1.0103692258735695E9;0.0;0.0;0.013352845088169264;0;-1;false;;;;;;1609243639517;1609243642583;34.764;188.828;636.212;258.323;0.0;true
100;LTE;LTE;LTE;27123712;135;13611;37;7;-103;-11;not available;1;2;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4269897;51.1985982;117.58248574111546;1609243579000;4.0;1609243652647;1609243654458;TCP;download;1048576;1.35986;-1;-1;1298938;7641598.399835276;1.310886;-1;-1;1052146;6420976.347294883;-1.0;0.0;0.0;-1.0;-1;0;false;66608;39115;37604;38359;7641598.399835276;1609243652649;1609243655695;33.356;40.296;47.798;5.448;0.0;true
101;LTE;LTE;LTE;27123712;135;13611;37;7;-103;-11;not available;1;2;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.424233;51.1981903;117.0421377825853;1609243592000;3.916;1609243665803;1609243667014;UDP;upload;2097152;0.050023;1449;0;2098152;4.194374587689663E7;-1.0;-1;-1;-1;-1.0;3.35549967015173E8;0.0;-1.0;-1.0;-1;-1;false;;;;;;1609243665795;1609243668858;35.426;65.244;136.787;41.778;0.0;true
102;LTE;LTE;LTE;27123712;135;13611;37;7;-103;-11;not available;1;2;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4214971;51.1969557;112.01233040739442;1609243609000;3.98;1609243678911;1609243686255;TCP;download;9437184;6.813227;-1;-1;10253288;1.203927360705874E7;6.779334;-1;-1;9438064;1.1137452735032674E7;-1.0;0.0;0.0;-1.0;-1;10;false;175208;56464;35011;47269;1.203927360705874E7;1609243678910;1609243681991;48.637;74.52;113.695;26.442;0.0;true
103;LTE;LTE;LTE;27123712;135;13611;37;7;-103;-11;not available;1;2;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4206515;51.1954735;112.42667657518197;1609243625000;4.0;1609243696341;1609243701473;TCP;download;10485760;4.597282;-1;-1;12585920;2.190149745001503E7;4.472632;-1;-1;10496552;1.8774720567218587E7;-1.0;0.0;0.0;-1.0;-1;0;false;529968;71958;42059;55165;2.190149745001503E7;1609243696336;1609243699409;38.173;52.143;77.893;15.75;0.0;true
104;LTE;LTE;LTE;27123712;135;13611;37;7;-103;-11;not available;1;2;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4201476;51.194338;117.08650067934744;1609243638000;3.9;1609243711526;1609243712441;TCP;upload;1048576;0.372859;-1;-1;1100820;2.361900879420907E7;0.449992;-1;-1;839290;1.4920976372913295E7;-1.0;0.0;0.0;-1.0;-1;0;false;428608;64566;48141;59278;2.361900879420907E7;1609243711523;1609243714592;34.979;45.344;63.406;11.233;0.0;true
105;LTE;LTE;LTE;27123712;135;13611;37;7;-103;-11;not available;1;2;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4200972;51.19302;118.87155677486997;1609243651000;4.0;1609243724650;1609243727365;TCP;download;3145728;2.163283;-1;-1;3839952;1.4200461058493042E7;2.063668;-1;-1;3149400;1.2208940585404241E7;-1.0;0.0;0.0;-1.0;-1;0;false;170864;43300;37757;41380;1.4200461058493042E7;1609243724645;1609243727738;40.331;53.628;66.299;11.031;0.0;true
106;LTE;LTE;LTE;27123712;135;13611;37;7;-103;-11;not available;1;2;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4196092;51.1915248;117.75551243762374;1609243664000;3.94;1609243737840;1609243741162;TCP;download;6291456;2.786611;-1;-1;7661240;2.199442979303534E7;2.7484;-1;-1;6298800;1.8334449134041622E7;-1.0;0.0;0.0;-1.0;-1;0;false;328696;44609;42144;43679;2.1994429793035343E7;1609243737839;1609243740916;36.409;45.632;55.573;7.361;0.0;true
107;LTE;LTE;LTE;27123712;135;13611;37;7;-103;-11;not available;1;2;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4195914;51.1897949;116.78400010490105;1609243679000;3.966;1609243751216;1609243755844;UDP;download;4194304;0.754169;112868;1999;163432864;1.7029425712274039E9;1.21595;112868;1999;-1;1.075260423537152E9;1.075260423537152E9;1.7710954389198;1.0;0.003234785521946159;0;-1;false;;;;;;1609243751216;1609243755296;80.214;80.214;80.214;0.0;75.0;true
108;LTE;LTE;LTE;27123712;135;13611;37;7;-103;-11;not available;1;2;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4208384;51.1881389;119.49604254216787;1609243699000;3.916;1609243765964;1609243775515;TCP;upload;8388608;8.413531;-1;-1;8732756;8303534.865444722;8.654545;-1;-1;7793026;7203637.85733392;-1.0;0.0;0.0;-1.0;-1;1;false;2636808;2657264;43958;1296141;8303534.865444722;1609243765961;1609243770531;49.365;1100.349;2493.316;1026.625;25.0;true
109;LTE;LTE;LTE;26834690;53;13611;46;12;-94;-9;not available;5;7;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4211071;51.1879319;114.0999984741211;1609243712000;4.957;1609243785614;1609243786222;TCP;upload;104858;0.03609;-1;-1;110040;2.4392352452202827E7;0.079846;-1;-1;7764;777897.4525962478;-1.0;0.0;0.0;-1.0;-1;0;false;14480;33858;33858;33858;2.4392352452202827E7;1609243785609;1609243788676;30.935;39.064;60.7;12.507;0.0;true
110;LTE;LTE;LTE;26834690;53;13611;46;12;-94;-10;not available;2;7;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4211069;51.1879321;114.0999984741211;1609243801455;4.071;1609243798724;1609243801842;TCP;download;5242880;2.550762;-1;-1;6363188;1.9956979130157966E7;2.493932;-1;-1;5247552;1.683302351467482E7;-1.0;0.0;0.0;-1.0;-1;0;false;269328;46411;39860;42870;1.995697913015797E7;1609243798724;1609243801790;33.007;41.044;51.554;7.963;0.0;true
111;LTE;LTE;LTE;26834690;53;13611;49;7;-91;-10;not available;-2;7;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4216522;51.187182;114.0999984741211;1609243739000;3.9;1609243811974;1609243816203;TCP;upload;6291456;3.452983;-1;-1;6605970;1.5304958060899807E7;3.587277;-1;-1;5787882;1.2907577530254843E7;-1.0;0.0;0.0;-1.0;-1;3;false;2426848;815595;50450;512707;1.5304958060899807E7;1609243811972;1609243815534;57.036;502.077;858.512;286.81;0.0;true
112;LTE;LTE;LTE;26834690;53;13611;49;7;-91;-10;not available;-2;7;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4230868;51.1853901;114.0999984741211;1609243756000;3.9;1609243826374;1609243832808;TCP;download;9437184;5.915631;-1;-1;9926040;1.3423474182213191E7;5.861065;-1;-1;9443856;1.2890293487617012E7;-1.0;0.0;0.0;-1.0;-1;1;false;128872;147611;40543;64903;1.3423474182213191E7;1609243826374;1609243829593;38.633;91.942;207.642;67.5;0.0;true
113;LTE;LTE;LTE;26834690;53;13611;49;7;-91;-10;not available;-2;7;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4242678;51.183825;114.0999984741211;1609243770000;3.9;1609243842902;1609243846421;UDP;download;10485760;0.721775;101968;2376;147649664;1.5983841612690935E9;1.178033;101968;2376;-1;1.0026860979276471E9;1.0026860979276471E9;2.330142789894869;2.0;0.11046837063903336;0;-1;false;;;;;;1609243842900;1609243846974;40.088;526.575;1281.312;541.065;25.0;true
114;LTE;LTE;LTE;26834690;53;13611;49;7;-91;-10;not available;-2;7;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4253519;51.1823663;114.0999984741211;1609243783000;3.9;1609243857031;1609243859349;TCP;upload;9437184;1.675752;-1;-1;9777275;4.66764771875552E7;1.780937;-1;-1;8962447;4.025946790930841E7;-1.0;0.0;0.0;-1.0;-1;3;false;2701968;209110;42497;152604;4.66764771875552E7;1609243857027;1609243860114;40.379;116.512;189.396;64.269;0.0;true
115;LTE;LTE;LTE;26834690;53;13611;49;7;-91;-10;not available;-2;7;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4266995;51.1811152;112.29131854466964;1609243796000;3.9;1609243870173;1609243872386;UDP;upload;10485760;1.550837;7242;0;10486416;6761778.317128106;-1.0;-1;-1;-1;-1.0;5.409422653702485E7;0.0;-1.0;-1.0;-1;-1;false;;;;;;1609243870171;1609243873228;40.161;147.99;349.197;125.625;0.0;true
116;LTE;LTE;LTE;27197698;289;13611;51;12;-89;-7;not available;16;7;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4270035;51.1806206;109.4000015258789;1609243810000;5.284;1609243883329;1609243886748;TCP;download;9437184;2.98183;-1;-1;11385748;3.0547007710030418E7;2.940073;-1;-1;9438064;2.5681169141038336E7;-1.0;0.0;0.0;-1.0;-1;0;false;485080;42070;36815;40053;3.0547007710030418E7;1609243883328;1609243886402;33.19;39.313;44.342;4.717;0.0;true
117;LTE;LTE;LTE;27197698;289;13611;51;11;-89;-6;not available;24;7;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4266775;51.1794714;109.4000015258789;1609243823000;3.9;1609243896815;1609243897928;TCP;upload;2097152;0.447002;-1;-1;2201850;3.940653509380271E7;0.525251;-1;-1;1707674;2.600926414228626E7;-1.0;0.0;0.0;-1.0;-1;0;false;1216320;103978;43878;73437;3.940653509380271E7;1609243896812;1609243899889;34.642;47.329;72.89;15.266;0.0;true
118;LTE;LTE;LTE;27197698;289;13611;51;11;-89;-6;not available;24;7;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4277471;51.1780708;109.4000015258789;1609243836000;3.72;1609243910028;1609243910936;UDP;upload;2097152;0.047647;1449;0;2098152;4.4035343253510185E7;-1.0;-1;-1;-1;-1.0;3.522827460280815E8;0.0;-1.0;-1.0;-1;-1;false;;;;;;1609243910022;1609243913086;34.509;41.823;61.903;11.606;0.0;true
119;LTE;LTE;LTE;27197698;289;13611;51;11;-89;-6;not available;24;7;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.428793;51.1768031;109.4000015258789;1609243849000;3.96;1609243923229;1609243925345;UDP;upload;4194304;0.85554;2897;0;4194856;4903167.5900600795;-1.0;-1;-1;-1;-1.0;3.9225340720480636E7;0.0;-1.0;-1.0;-1;-1;false;;;;;;1609243923225;1609243926294;34.325;266.029;949.533;394.635;0.0;true
120;LTE;LTE;LTE;26997250;488;13611;40;11;-100;-12;not available;1;9;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4292724;51.1761668;109.4000015258789;1609243863000;3.8;1609243936349;1609243938766;UDP;download;8388608;0.715905;90482;3619;131017936;1.405523068004833E9;1.16276;90482;3619;-1;9.014271973580103E8;9.014271973580103E8;3.9996905461859815;3.0;0.07171926630828514;0;-1;false;;;;;;1609243936345;1609243940391;42.836;97.577;204.357;75.513;25.0;true
121;LTE;LTE;LTE;26997250;488;13611;41;12;-99;-11;not available;3;9;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4293319;51.1760815;119.9000015258789;1609243877000;3.9;1609243950432;1609243952345;TCP;download;1048576;1.459962;-1;-1;1298646;7116053.705507403;1.424426;-1;-1;1049250;5892900.017270114;-1.0;0.0;0.0;-1.0;-1;0;false;66608;37987;36304;37145;7116053.705507403;1609243950430;1609243953489;32.762;40.821;45.08;4.855;0.0;true
122;LTE;LTE;LTE;26997250;488;13611;42;11;-98;-8;not available;2;9;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.430129;51.1752065;119.9000015258789;1609243890000;3.9;1609243963537;1609243964044;TCP;upload;524288;0.003258;-1;-1;550410;1.3515285451197054E9;0.064718;-1;-1;0;0.0;-1.0;0.0;0.0;-1.0;-1;0;false;14480;33580;33580;33580;1.3515285451197054E9;1609243963532;1609243966585;32.584;53.024;97.001;26.252;0.0;true
123;LTE;LTE;LTE;26997250;488;13611;42;11;-98;-8;not available;2;9;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4320879;51.1745671;119.9000015258789;1609243903000;3.9;1609243976639;1609243977546;UDP;download;524288;0.008852;11468;1761;16605664;1.2702879349299593E10;0.205922;11468;1761;-1;6.451244257534406E8;6.451244257534406E8;15.355772584583187;15.0;0.0456615632276893;0;-1;false;;;;;;1609243976639;1609243979699;32.308;39.236;55.41;9.388;0.0;true
124;LTE;LTE;LTE;26997250;488;13611;42;11;-98;-8;not available;2;9;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4342748;51.1742734;119.9000015258789;1609243916000;3.9;1609243989748;1609243990562;UDP;download;3145728;0.105117;15209;2553;22022632;1.394704034551975E9;0.260005;15209;2553;-1;6.77606415261245E8;6.77606415261245E8;16.786113485436253;16.0;0.017012076293391933;0;-1;false;;;;;;1609243989748;1609243992814;34.194;37.1;43.779;3.932;0.0;true
125;LTE;LTE;LTE;26997250;488;13611;42;11;-98;-8;not available;2;9;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.436122;51.1733893;119.9000015258789;1609243929000;3.75;1609244002925;1609244006041;UDP;download;3145728;0.080773;29508;1547;42727584;4.0100061159050674E9;0.459867;29508;1547;-1;7.43303329005995E8;7.43303329005995E8;5.24264606208486;5.0;0.0718476256912141;0;-1;false;;;;;;1609244002923;1609244005974;33.496;293.429;863.579;339.958;0.0;true
126;LTE;LTE;LTE;26997250;488;13611;42;11;-98;-8;not available;2;9;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4375186;51.172463;118.47282644591354;1609243942000;3.9;1609244016087;1609244017702;UDP;download;524288;0.018103;26962;3890;39040976;1.4763632989007345E10;0.412917;26962;3890;-1;7.563936771796753E8;7.563936771796753E8;14.427713077664862;14.0;0.05136196634136806;0;-1;false;;;;;;1609244016087;1609244019149;33.497;117.774;358.69;139.13;0.0;true
127;LTE;LTE;LTE;26997250;488;13611;42;11;-98;-8;not available;2;9;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;6.4380549;51.1715786;118.55699494032635;1609243955000;3.94;1609244029245;1609244030053;TCP;download;104858;0.306891;-1;-1;172920;4507659.071136005;0.250234;-1;-1;104904;3353788.853633;-1.0;0.0;0.0;-1.0;-1;0;false;18824;34594;34594;34594;4507659.071136005;1609244029243;1609244032302;34.572;42.148;50.422;7.451;0.0;true
