Count;Date;Timestamp;Type;Available;Registered;CI;PCI;TAC;ASU;CQI;RSRP;RSRQ;RSSI;RSSNR;TA;Bandwith;NCI;MCC;MNC;ARFCN;CSI_RSRP;CSI_RSRQ;CSI_SINR;CSI_RSRP_dbm;SS_RSRP;SS_RSRQ;SS_SINR;LEVEL
20;18-12-2020_03:15:22:232;1608304522189;LTE;LTE;;0;341;0;37;0;-103;-12;not available;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
20;18-12-2020_03:15:22:232;1608304522189;LTE;LTE;;0;300;0;23;0;-117;-13;-55;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
20;18-12-2020_03:15:22:992;1608304522949;LTE;LTE;;0;341;0;37;0;-103;-12;not available;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
20;18-12-2020_03:15:22:992;1608304522949;LTE;LTE;;0;300;0;23;0;-117;-13;-55;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
20;18-12-2020_03:15:24:070;1608304524020;LTE;LTE;;0;341;0;37;0;-103;-12;not available;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
20;18-12-2020_03:15:24:070;1608304524020;LTE;LTE;;0;300;0;23;0;-117;-13;-55;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
20;18-12-2020_03:15:25:152;1608304525120;LTE;LTE;;0;341;0;37;0;-103;-12;not available;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
20;18-12-2020_03:15:25:152;1608304525120;LTE;LTE;;0;300;0;23;0;-117;-13;-55;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
20;18-12-2020_03:15:26:216;1608304526186;LTE;LTE;;0;341;0;37;0;-103;-12;not available;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
20;18-12-2020_03:15:26:216;1608304526186;LTE;LTE;;0;300;0;23;0;-117;-13;-55;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
20;18-12-2020_03:15:27:136;1608304526186;LTE;LTE;;0;341;0;37;0;-103;-12;not available;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
20;18-12-2020_03:15:27:136;1608304526186;LTE;LTE;;0;300;0;23;0;-117;-13;-55;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
21;18-12-2020_03:15:27:302;1608304527260;LTE;LTE;;0;457;0;37;0;-103;-12;not available;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
21;18-12-2020_03:15:27:302;1608304527260;LTE;LTE;;0;154;0;34;0;-106;-16;not available;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
21;18-12-2020_03:15:27:302;1608304527260;LTE;LTE;;0;300;0;24;0;-116;-13;-57;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
21;18-12-2020_03:15:27:302;1608304527260;LTE;LTE;;0;403;0;23;0;-117;-15;-57;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
21;18-12-2020_03:15:27:357;1608304527329;LTE;LTE;;0;457;0;37;0;-103;-12;not available;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
21;18-12-2020_03:15:27:357;1608304527329;LTE;LTE;;0;154;0;34;0;-106;-16;not available;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
21;18-12-2020_03:15:27:357;1608304527329;LTE;LTE;;0;300;0;24;0;-116;-13;-57;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
21;18-12-2020_03:15:27:357;1608304527329;LTE;LTE;;0;403;0;23;0;-117;-15;-57;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
21;18-12-2020_03:15:28:360;1608304528332;LTE;LTE;;0;457;0;37;0;-103;-12;not available;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
21;18-12-2020_03:15:28:360;1608304528332;LTE;LTE;;0;154;0;34;0;-106;-16;not available;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
21;18-12-2020_03:15:28:360;1608304528332;LTE;LTE;;0;300;0;24;0;-116;-13;-57;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
21;18-12-2020_03:15:28:360;1608304528332;LTE;LTE;;0;403;0;23;0;-117;-15;-57;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
21;18-12-2020_03:15:29:425;1608304529396;LTE;LTE;;0;457;0;37;0;-103;-12;not available;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
21;18-12-2020_03:15:29:425;1608304529396;LTE;LTE;;0;154;0;34;0;-106;-16;not available;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
21;18-12-2020_03:15:29:425;1608304529396;LTE;LTE;;0;300;0;24;0;-116;-13;-57;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
21;18-12-2020_03:15:29:425;1608304529396;LTE;LTE;;0;403;0;23;0;-117;-15;-57;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
21;18-12-2020_03:15:30:501;1608304530460;LTE;LTE;;0;457;0;37;0;-103;-12;not available;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
21;18-12-2020_03:15:30:501;1608304530460;LTE;LTE;;0;154;0;34;0;-106;-16;not available;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
21;18-12-2020_03:15:30:501;1608304530460;LTE;LTE;;0;300;0;24;0;-116;-13;-57;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
21;18-12-2020_03:15:30:501;1608304530460;LTE;LTE;;0;403;0;23;0;-117;-15;-57;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
21;18-12-2020_03:15:31:560;1608304531532;LTE;LTE;;0;457;0;37;0;-103;-12;not available;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
21;18-12-2020_03:15:31:560;1608304531532;LTE;LTE;;0;154;0;34;0;-106;-16;not available;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
21;18-12-2020_03:15:31:560;1608304531532;LTE;LTE;;0;300;0;24;0;-116;-13;-57;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
21;18-12-2020_03:15:31:560;1608304531532;LTE;LTE;;0;403;0;23;0;-117;-15;-57;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
21;18-12-2020_03:15:32:377;1608304532343;LTE;LTE;;0;457;0;36;0;-104;-14;not available;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
21;18-12-2020_03:15:32:377;1608304532343;LTE;LTE;;0;403;0;23;0;-117;-14;-59;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
21;18-12-2020_03:15:32:635;1608304532594;LTE;LTE;;0;457;0;36;0;-104;-14;not available;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
21;18-12-2020_03:15:32:635;1608304532594;LTE;LTE;;0;403;0;23;0;-117;-14;-59;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
21;18-12-2020_03:15:33:686;1608304533659;LTE;LTE;;0;457;0;36;0;-104;-14;not available;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
21;18-12-2020_03:15:33:686;1608304533659;LTE;LTE;;0;403;0;23;0;-117;-14;-59;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
21;18-12-2020_03:15:34:385;1608304534350;LTE;LTE;;0;457;0;36;0;-104;-14;not available;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
21;18-12-2020_03:15:34:385;1608304534350;LTE;LTE;;0;403;0;23;0;-117;-14;-59;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
21;18-12-2020_03:15:34:749;1608304534720;LTE;LTE;;0;457;0;36;0;-104;-14;not available;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
21;18-12-2020_03:15:34:749;1608304534720;LTE;LTE;;0;403;0;23;0;-117;-14;-59;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
21;18-12-2020_03:15:35:801;1608304535776;LTE;LTE;;0;457;0;36;0;-104;-14;not available;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
21;18-12-2020_03:15:35:801;1608304535776;LTE;LTE;;0;403;0;23;0;-117;-14;-59;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
21;18-12-2020_03:15:36:863;1608304536836;LTE;LTE;;0;457;0;36;0;-104;-14;not available;0;0;not available;-1;null;null;-1;-1;-1;-1;-1;-1;-1;-1;-1
