Count;Date;Timestamp;Type;Available;Registered;CI;PCI;TAC;ASU;CQI;RSRP;RSRQ;RSSI;RSSNR;TA;Bandwith;NCI;MCC;MNC;ARFCN;CSI_RSRP;CSI_RSRQ;CSI_SINR;CSI_RSRP_dbm;SS_RSRP;SS_RSRQ;SS_SINR;LEVEL;Longitude;Latitude;Altitude;Time;Accuracy
0;10-12-2020_10:40:00:420;1607596800420;NR;LTE, NR;LTE, NR;0;199;0;44;0;-96;-9;not available;0;0;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;0.0;0.0;0.0;0;0.0
0;10-12-2020_10:40:00:445;1607596800445;NR;LTE, NR;LTE, NR;0;199;0;44;0;-96;-9;not available;0;0;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;0.0;0.0;0.0;0;0.0
0;10-12-2020_10:40:00:463;1607596800463;NR;LTE, NR;LTE, NR;0;199;0;44;0;-96;-9;not available;0;0;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;0.0;0.0;0.0;0;0.0
0;10-12-2020_10:40:01:401;1607596801401;NR;LTE, NR;LTE, NR;0;199;0;44;0;-96;-9;not available;0;0;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4105332;51.4883928;175.41935832354943;1607596768000;8.888
0;10-12-2020_10:40:01:422;1607596801422;NR;LTE, NR;LTE, NR;0;199;0;44;0;-96;-9;not available;0;0;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4105332;51.4883928;175.41935832354943;1607596768000;8.888
0;10-12-2020_10:40:02:447;1607596802447;NR;LTE, NR;LTE, NR;0;199;0;44;0;-96;-9;not available;0;0;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4105329;51.4883925;175.37942902199342;1607596769000;8.888
0;10-12-2020_10:40:02:484;1607596802484;NR;LTE, NR;LTE, NR;0;199;0;44;0;-96;-9;not available;0;0;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4105329;51.4883925;175.37942902199342;1607596769000;8.888
0;10-12-2020_10:40:03:519;1607596803519;NR;LTE, NR;LTE, NR;0;199;0;44;0;-96;-9;not available;0;0;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4105309;51.4883916;175.27901243634136;1607596770000;8.888
0;10-12-2020_10:40:03:520;1607596803520;NR;LTE, NR;LTE, NR;0;199;0;44;0;-96;-9;not available;0;0;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4105309;51.4883916;175.27901243634136;1607596770000;8.888
1;10-12-2020_10:40:03:888;1607596803888;NR;LTE, NR;LTE, NR;0;199;0;43;0;-97;-8;not available;0;0;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4105309;51.4883916;175.27901243634136;1607596770000;8.888
1;10-12-2020_10:40:04:567;1607596804567;NR;LTE, NR;LTE, NR;0;199;0;43;0;-97;-8;not available;0;0;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4105313;51.4883917;175.29034372619844;1607596771000;9.173
1;10-12-2020_10:40:05:606;1607596805606;NR;LTE, NR;LTE, NR;0;199;0;43;0;-97;-8;not available;0;0;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.41053;51.488392;175.31695729915785;1607596772000;9.005
1;10-12-2020_10:40:06:654;1607596806654;NR;LTE, NR;LTE, NR;0;199;0;43;0;-97;-8;not available;0;0;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4105264;51.4883927;175.33586724440224;1607596773000;9.173
1;10-12-2020_10:40:07:692;1607596807692;NR;LTE, NR;LTE, NR;0;199;0;43;0;-97;-8;not available;0;0;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4105266;51.4883928;175.29403009398618;1607596774000;9.173
1;10-12-2020_10:40:08:715;1607596808715;NR;LTE, NR;LTE, NR;0;199;0;43;0;-97;-8;not available;0;0;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4105282;51.4883921;175.2276865205892;1607596775000;9.173
1;10-12-2020_10:40:08:921;1607596808921;NR;LTE, NR;LTE, NR;0;45;0;38;0;-102;-15;not available;0;0;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4105282;51.4883921;175.2276865205892;1607596775000;9.173
1;10-12-2020_10:40:09:771;1607596809771;NR;LTE, NR;LTE, NR;0;45;0;38;0;-102;-15;not available;0;0;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4105281;51.4883918;175.13384285991717;1607596776000;9.047
1;10-12-2020_10:40:10:836;1607596810836;NR;LTE, NR;LTE, NR;0;45;0;38;0;-102;-15;not available;0;0;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4105291;51.4883914;175.05281078600999;1607596777000;9.222
1;10-12-2020_10:40:11:077;1607596811077;NR;LTE, NR;LTE, NR;0;45;0;38;0;-102;-15;not available;0;0;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4105291;51.4883914;175.05281078600999;1607596777000;9.222
1;10-12-2020_10:40:11:882;1607596811882;NR;LTE, NR;LTE, NR;0;45;0;38;0;-102;-15;not available;0;0;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4105297;51.4883898;175.02381691407302;1607596778000;9.222
1;10-12-2020_10:40:12:925;1607596812925;NR;LTE, NR;LTE, NR;0;45;0;38;0;-102;-15;not available;0;0;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4105291;51.4883867;174.94018457663546;1607596779000;9.047
1;10-12-2020_10:40:14:008;1607596814008;NR;LTE, NR;LTE, NR;0;199;0;45;0;-95;-10;not available;0;0;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4105298;51.4883864;174.92593475405928;1607596780000;9.047
1;10-12-2020_10:40:14:076;1607596814076;NR;LTE, NR;LTE, NR;0;199;0;45;0;-95;-10;not available;0;0;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4105298;51.4883864;174.92593475405928;1607596780000;9.047
1;10-12-2020_10:40:15:090;1607596815090;NR;LTE, NR;LTE, NR;0;199;0;45;0;-95;-10;not available;0;0;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4105286;51.4883854;174.93869005704806;1607596781000;9.328
1;10-12-2020_10:40:16:146;1607596816146;NR;LTE, NR;LTE, NR;0;199;0;45;0;-95;-10;not available;0;0;not available;-1;262;01;-1;-1;-1;-1;-1;-1;-1;-1;-1;7.4105276;51.4883847;174.8897982223475;1607596782000;9.328
